Protein.IDs	LFQ.intensity.ATG9_0	LFQ.intensity.ATG9_1	LFQ.intensity.ATG9_4	LFQ.intensity.WT_0	LFQ.intensity.WT_1	LFQ.intensity.WT_4
P36088	27.5875385002	27.5148701271	28.7806376587	27.2542365820	27.7554953259	27.9040808640
P36090	25.4862927681	25.2884726112	25.3937289520	24.3966457258	25.5035467606	25.1551550352
P36091	25.4792963741	24.8105521381	25.0914623121	24.9177765574	24.7274195360	24.4779187155
P36094	25.2358363075	24.3141822387	24.3304744362	25.0164168263	24.8393924627	24.6317991835
P36095	25.1708463659	24.0570920096	24.4494761270	24.5141040905	24.4740492499	24.9731647025
P36100	25.0847452427	25.3258276439	24.8135290385	24.9975691734	24.9416587674	25.2768151672
P36101	26.6865919557	27.0209450663	26.6643950776	27.1797764689	27.0788307503	27.0860938991
P36102	26.4208237987	26.1158701697	26.5616996244	26.6483123120	26.6376477401	26.1513360148
P36104	27.4593322868	26.8249832855	27.5708609764	27.6625347234	27.4247729740	27.7661064651
P36105	32.7000100612	32.1045473112	32.5391039372	33.2016156574	32.1800976399	32.2891023277
P36106	25.2926613114	24.6096986700	25.3975019598	24.8296303632	24.7764233766	24.7030204242
P36107	25.3085598469	25.2523317998	24.9532547190	25.6127427539	25.2877219123	25.0643943137
P36108	26.5281378018	26.9974557511	27.6045860335	25.9499244581	26.5164059719	26.2369813936
P36112	27.7657829996	28.4221575297	28.2873788515	28.2975374032	28.5819071173	28.5688428128
P36114	28.3573013200	28.8764649030	28.6015398890	28.7907485477	28.7569287041	28.2387725324
P36116	24.9698042434	25.1987870672	25.6425475966	25.1306078037	25.1237615361	25.5190769527
P36117	24.2991240325	23.8125842198	22.3513892179	24.1180179208	22.5859040379	22.4526933658
P36119	25.3594799898	25.1533621266	25.7465402017	25.1202946133	25.5361503853	25.7229065147
P36120	25.8028631004	24.3983926779	24.5441239217	26.0109837865	25.1226703152	25.2589339285
P36121	27.8315226593	27.2642293573	27.6315120982	27.2090045198	27.4616000974	27.1892571067
P36122	24.8421447240	24.8729647131	24.8681966369	24.8572447262	24.9885388259	24.9772555012
P36123	26.8147602970	26.3284516711	26.9879146730	26.4539714306	26.0692127478	25.9947512229
P36124	24.6741044953	24.4988893561	24.4625759691	24.7313380197	24.4493210845	24.6936780445
P36125	25.7711994211	25.1491928835	24.0092439650	24.5554415974	24.1047332327	22.5913942122
P36126	30.5843244277	30.5687608802	31.0115136737	30.1360140229	28.8927499365	30.5363257146
P36130	24.5287984244	24.1623471559	24.0067063472	23.8887774785	23.4473507679	22.8360440914
P36131	24.9322312799	24.9679638290	25.3173690177	24.9715005847	24.9061201940	24.6405296947
P36132	26.3242039664	26.0743174155	26.3981564351	26.2183820660	26.0816620959	26.2616687890
P36136	27.9519698410	28.3695603341	27.7518579189	28.9215714283	28.7359049159	28.8673104369
P36139	28.1399412656	29.3251708907	29.7469162136	28.3132819308	29.7118180737	31.2426321967
P36141	24.8547798369	26.3970846281	25.8043333676	24.6969767453	26.0971153685	26.2720890651
P36144	25.1537475041	24.8339844627	25.2116789223	25.8669651800	24.8259715658	25.3088815003
P36145	27.0376310573	26.7330706419	26.4037313671	27.5814984466	27.2470181091	26.8265879582
P36147	27.0862767662	27.2202433383	27.6106590950	28.1334994689	27.3155604845	27.8638078830
P36148	27.8336898105	28.1127371694	28.1712911732	27.7318067295	28.7365325121	28.6842263069
P36150	23.0863073801	24.4742091461	24.6631206120	23.8081948088	25.2797305239	27.2293128329
P36151	27.2965366324	28.0433614533	27.5926416308	27.0794314516	27.4798643142	27.7577136451
P36152	27.2521140864	26.6892122499	27.6218409722	27.2463672365	26.7545824341	27.9932540394
P36154	29.0836194938	30.0613647484	30.1510488415	29.7269539181	30.3136801748	30.5628527974
P36156	26.1814714523	27.4014401900	27.2061655357	25.0965297905	27.7167145955	27.3463234730
P36159	25.9184764526	25.7067534936	25.6880590761	26.5405957898	26.1146427085	25.2265931134
P36160	27.8203502466	26.9735776547	26.8684731300	28.1846891170	27.0998289409	27.3009267019
P36161	28.1233000375	28.0199648636	27.9112046994	28.4989908086	28.5392660883	28.3447233428
P36162	27.1298839456	26.7921442282	26.7372469631	26.9118183383	27.1259197116	26.2683426790
P36163	25.0027301913	24.9665810967	24.9903319787	24.6440113733	24.3661863293	23.4972528972
P36164	29.0017393385	25.8481920034	26.3331694910	29.0230509652	27.5040371671	26.6044578151
P36165	26.1574858849	26.2165593586	26.6727309368	25.9359412892	26.9114172852	27.1445874343
P36169	25.5519538042	25.0757727604	24.8372899280	24.8936750808	24.0704582128	24.1747805521
P36421	31.3381264254	31.3651823484	31.2489815511	31.6333890557	31.6622120819	31.5307169474
P36516	26.6708565384	26.6466624540	26.9295952613	26.8132482302	26.5517296142	26.9016644912
P36517	26.0483765208	25.4870658388	26.3157477841	28.4643832962	28.2478987763	26.7053352942
P36519	25.8655894417	25.4540939833	25.7585739649	25.2916466215	25.8178537857	25.1900296130
P36520	24.8452234405	24.3997330367	24.8448736509	24.8568836231	24.7569276795	25.1130806520
P36521	24.9357610969	24.7774148154	24.7427664571	24.9309239257	25.2742297535	24.8843072436
P36523	26.7743591512	25.8955863935	26.1671014760	26.1717132140	26.2396364863	26.2436175635
P36525	24.4523122916	24.4446446886	24.2226428857	24.5486999483	24.8072771995	24.6196274745
P36527	25.3084545098	25.4770322515	25.7550483068	25.1141351074	25.4574225220	25.4948181845
P36528	24.3125563254	24.8119543428	24.2370617066	24.8511943155	24.5589786007	25.1157934662
P36533	26.5925935407	25.6361589530	25.3619693788	25.6253923496	24.5328468830	24.0568997771
P36534	26.5239057805	26.2528527715	26.2508783828	26.5538960617	26.3311103676	26.3546863297
P36775	28.9009658935	29.1698255305	28.9350505247	28.7968454125	28.8305580470	28.7839939346
P36973	25.1519713410	25.4819543272	25.2430613911	24.6726913723	25.4740946018	25.0830179163
P37012	31.3257201903	32.1506790640	31.6087898669	31.6864707805	33.1260858368	31.6668737841
P37020	25.8610337704	26.1917432184	26.6317835877	26.0105453503	25.9983995909	26.3450435108
P37254	26.0066256724	26.1329156189	26.3217002491	26.2501569540	26.4311370094	26.6440034193
P37262	25.9158302721	26.6417146929	27.3485747410	26.3790589196	26.8869892447	26.8770295394
P37263	26.1113669598	25.4505128489	25.3390391077	25.3210522783	24.2636292612	24.2890133499
P37267	24.4563182638	24.5722996591	24.6066116755	23.8964178116	24.5244314979	24.8170284039
P37291	34.4760065172	34.2078987498	34.1252796131	34.3248762533	33.9898658532	34.2378359340
P37292	31.3900090734	31.4571187345	31.4050879902	31.4173459362	31.5590364908	31.4202074382
P37293	26.3268223465	25.6471830444	25.3657592065	25.0818119371	25.7217123444	23.9480454577
P37296	26.7697200652	26.9031433228	27.2474986061	26.7179984942	26.5066793807	26.6638736675
P37297	27.5580403711	27.3251047580	27.6602090166	27.5968783911	27.7057583012	27.6688556000
P37299	26.1119390167	25.7044789694	25.6022632974	25.8560131009	25.5668479794	24.7413207338
P37302	31.2715334214	31.8644787854	31.5443186257	31.8233355098	32.4271126474	32.1319898625
P37303	30.7230744467	29.9887703908	29.7460543746	31.4350059200	30.4033613914	30.1187872856
P37304	28.3015310183	28.3280557312	28.1364619790	28.5596872977	28.3855918470	28.4168904836
P37366	24.4466981170	24.0185089292	23.5690367879	24.1140008504	24.2667235621	23.3168906132
P37370	25.9761995365	26.4676097672	26.7660876957	27.5404367123	27.6861257974	27.5030986255
P37838	27.8454382526	25.6815185909	26.0081741457	28.1375206542	26.0301079716	26.5163629836
P37898	30.6035023261	30.9853568806	30.9149183459	31.1438884943	31.0032581497	30.9687333414
P38009	34.1820305377	34.1246979905	34.0803746340	34.3461688691	34.2394465671	34.0349668086
P38011	33.6059234462	33.4430437959	33.7773015299	34.3091788588	34.2027152680	33.4275220975
P38013	34.2218329731	34.6351015445	35.7311792809	34.0431837430	34.0289846557	34.4852710446
P38041	28.1405863544	27.6387378708	27.5644043670	28.2367599088	27.2159932293	27.7465140504
P38061	34.1868484865	33.8260507567	34.6963667857	34.1501217302	33.7476845011	33.9920442410
P38063	27.7976840341	27.4089477267	27.1681126059	27.0927081839	27.1857385117	27.4486876248
P38065	26.1896697724	26.4629689685	26.4596886371	26.3223019948	26.2996444861	26.2589150494
P38066	26.0442061400	25.6835834188	25.6198715717	25.9511217064	26.1549938570	25.5592774760
P38067	27.6047384399	28.2734894825	28.5197746740	27.3000595606	28.6379306493	28.5376296743
P38068	25.9900720075	26.0272676833	25.7063229244	25.9068901436	25.5401518113	25.7221887258
P38069	28.7942326789	28.7730838967	28.6854720784	28.6742476067	28.7872792893	29.0409696949
P38070	26.5468907223	26.0149663766	25.7709273016	26.5952781408	26.1641369661	25.9808769673
P38071	29.3637880201	29.6606886565	29.5095804675	29.4823931910	30.2869824895	30.1768953730
P38072	24.7937992137	24.8431761522	24.7895897517	25.5370050494	25.7582305406	25.6571564661
P38074	27.2090944647	27.2135901443	26.7702862462	27.2864130975	26.9873181309	27.2515902194
P38075	28.7228283108	29.6473855254	29.1628620040	29.0973115778	30.1772719529	29.7721542593
P38077	29.0156207351	29.1362212708	28.9377429921	28.7693739895	29.6399624278	29.4602484531
P38080	28.4575213182	28.9365122145	28.8325201587	28.6446169681	28.5887283832	28.3613049563
P38081	28.6632767712	29.8441241072	29.1666143828	28.7167191689	29.8183000796	29.3110227075
P38083	24.9586411362	24.5731054041	24.2079245750	24.8902731782	25.0182333342	23.6243833260
P38084	24.5266157039	23.9529315986	24.3694819484	24.4519665922	24.4324155036	24.6836427422
P38086	25.9756831707	24.2947900188	24.2636533092	24.4996157964	24.3606544782	23.9343830661
P38088	32.4671597773	32.5340170327	32.5906397924	32.6704529923	32.2092445926	32.4251580996
P38089	25.1553534592	24.9079082001	25.5379953638	25.3416029420	24.9275915571	25.7150011662
P38109	25.5339296202	25.4908440132	26.7514207291	25.4233991244	26.6416034282	26.5636401675
P38112	27.3812435898	27.1126860870	27.2816375043	27.5442641623	27.0255526910	27.4236431056
P38113	26.4978180984	27.1545733992	26.8839411597	25.9174178489	27.7751126811	27.8131507759
P38115	31.4088265784	31.9854614957	30.4185746823	31.5509019689	32.2820414098	31.7245770756
P38116	27.6311438614	27.2880384023	27.3283654528	27.6118208469	27.5456507917	27.6428319721
P38120	24.5703909585	24.6178991042	24.3575498517	25.1534280515	24.9441128152	24.1528404530
P38121	26.3935583975	26.5661779728	26.1798013547	26.6386171063	26.5301578423	26.3525116920
P38122	22.8006631024	25.4429229208	25.4958428494	25.1070751948	25.5287244641	25.0445991735
P38123	24.2002106728	24.1220958485	24.2801054574	24.6134853550	24.0269359078	24.9995724715
P38127	25.7712918880	25.7889178196	25.6783929609	25.2738372666	25.2747542681	26.0011082627
P38129	27.6133285121	27.5154112005	27.8982298770	27.6455584995	27.6360199352	27.5459704328
P38130	28.7048394773	28.8080162950	28.8049474366	28.7436008878	28.4874982637	28.5136992808
P38131	26.8649203916	27.0005509528	26.5439219787	27.8610481297	27.3518851739	27.1453025248
P38132	26.8081628594	26.7891223992	26.5026723463	26.4511432186	26.7977624217	27.2100100060
P38137	29.8229074785	30.1723764558	30.2732217233	30.3805057735	30.5766223456	30.2138864185
P38138	28.2292924816	27.7754413740	27.6855374637	28.0941375466	28.2052470250	27.9480103290
P38139	24.5001466260	25.2879660215	24.4841023558	24.7964573282	24.6446373712	24.6474079245
P38142	24.4575878838	25.9770836529	25.5546434699	25.2077388198	25.2755545326	25.8349705746
P38143	27.9593014225	27.5864333637	27.5787681088	28.2982645789	28.2223272762	27.9138859465
P38144	27.4370741215	27.7142063679	27.5787681088	27.3282283456	27.4956384917	27.7280845953
P38145	27.0688558399	27.6902395422	27.7791371638	26.9511652240	28.3595820883	29.2041390197
P38146	25.6198995968	25.8784311611	25.8478915244	25.8174557351	25.9804853947	26.0198570584
P38149	27.2852460623	27.3471564490	27.8010297697	28.1406723128	27.9902571451	28.2559479594
P38151	26.3899591913	26.2194404829	25.5399932224	26.2487387810	25.3479405741	25.2121177260
P38153	27.8159723306	27.6229003830	28.0892519273	27.7733789966	27.6273546475	27.7759687090
P38162	23.2936559762	23.5805468580	24.0281803506	23.5075089624	23.6524539808	24.4793453930
P38164	25.0952037492	24.6756383136	25.3241718127	24.9769350594	24.5308587641	25.4535458005
P38165	24.6850008452	24.6599872014	24.7380665300	24.3981788090	24.6076869994	25.5128208409
P38166	26.1116158066	25.9210827325	26.1020845403	25.6718166784	25.0454380304	26.5275801996
P38167	26.6616404621	26.7560150006	27.1068381992	26.2646743861	26.7497475293	26.8969408916
P38169	27.2225621649	27.5140194586	27.3618920206	26.6394275332	26.8034485492	27.2047271946
P38170	24.0710286762	23.8390817183	24.5718375923	24.3444552331	24.3384014166	24.3866945281
P38172	22.4885754418	22.8634508490	22.5048705392	22.4718205395	23.2746378290	24.2414980728
P38174	29.5716865095	29.5699147981	29.8729013127	29.7293823642	30.1777584870	29.9246219007
P38177	24.5209076483	24.8900416326	24.7728487603	24.5675574815	24.9474920687	25.0380573232
P38179	23.7866438795	24.1937701184	24.2986695145	23.0582625659	23.8435672093	23.9512262677
P38180	23.3742920565	23.1199147017	22.6267243130	22.8093061924	23.3130395695	19.4439179948
P38181	27.8610114033	27.8332530395	28.0347585201	28.1210297840	28.0007992948	28.0920405381
P38182	26.9345267238	26.8714128947	27.5508296589	27.1911252156	27.8608538021	26.7410664090
P38191	24.5015630612	24.5451419182	24.1045145990	23.9672789597	23.4434416233	24.1158959810
P38193	24.3363698180	24.3680375742	23.9800675053	24.3609618276	24.6376728919	24.9443410691
P38197	29.4360797739	29.7587433096	29.6888355763	29.5798986262	30.1162680516	29.9138259954
P38198	24.4478515403	24.1202470039	24.3082257891	24.0409799013	24.2433413155	24.3469275051
P38199	27.0798827162	27.2670779010	27.5571327751	27.3387838038	27.0642152198	27.3307206010
P38200	23.6805465170	23.2409034920	22.9868920703	23.7291365898	23.5064994474	22.9023409131
P38203	27.1352788442	26.8759533570	26.9792996378	27.4118721161	25.9471524989	27.4644909234
P38205	30.2956267017	30.3071594273	30.1702168531	30.6731762270	30.5502799449	30.4595504278
P38206	24.5897818280	23.6747528172	23.7609836119	24.3716338220	24.5817254566	23.9769136390
P38210	26.1706973440	25.4898202607	25.3905161740	25.6537162591	26.2344020250	24.1666725710
P38212	23.5088410414	23.4451228028	23.0265334566	22.9164910284	24.0642467771	20.9572896438
P38213	24.3816913527	22.7671700491	23.2425946576	25.3466072990	23.0154148297	24.1355879221
P38216	25.5952523916	24.9057668101	25.1571738003	25.3486738103	24.8878323887	23.7585150682
P38217	29.2830774736	29.3577770339	29.6184201544	29.5171828063	29.6065635640	29.2622481023
P38219	32.9455108165	33.0919058718	32.6799896140	33.0972747106	33.1012145934	32.8004103545
P38221	29.3045769377	28.4915277493	29.7509209214	28.7385985710	28.8546441778	28.9596437362
P38222	24.5767243256	24.3893037128	24.3570561210	24.9484577666	24.8646702220	25.0627643293
P38225	28.2265607197	28.7766025488	29.2616021709	29.0766417089	28.9697257736	28.9689641772
P38226	25.8787068584	25.9575806057	26.3218348650	26.1749215670	25.7782858830	26.3252378164
P38227	23.3577656192	23.7822445084	23.7707175039	22.2798235905	23.4856169216	24.8338050061
P38228	23.8838330565	23.7328645853	23.5838016726	23.3676651531	22.0742973696	22.8882248808
P38230	28.0086967323	28.7393374003	27.7699162770	28.0344944402	28.9782695001	29.1289200504
P38234	26.7732899162	26.3925644135	26.6888681932	26.5329547550	27.0394326250	27.5027000800
P38235	27.4181963393	28.0019305981	28.1756270242	28.1869082215	28.6674008577	28.3519542449
P38237	27.5703362394	27.9903003640	28.0313669647	28.1479520585	28.5554185680	28.6203403829
P38238	23.2404518334	23.4829616201	22.9183448088	23.5073905874	23.3257291003	22.9514699104
P38239	25.4209148387	25.3196803886	25.0620912727	24.1313214390	24.0604169543	23.6037199100
P38241	23.6720044195	23.7227183869	23.4555716903	23.4941142019	23.2427914966	23.3286236650
P38244	27.4496226224	27.5900337657	27.7090786913	27.5931184695	27.9702875707	27.9736019142
P38247	26.2120786862	26.6151323383	26.8749096386	26.6240875120	26.2172811978	26.5348646589
P38248	30.8715969714	31.4923427009	31.5195454529	31.4606911336	31.9811294308	31.8330538558
P38249	31.8608716005	31.9990318175	32.0687503147	32.0226563010	31.8293818275	31.7609416653
P38250	28.4921969207	28.4164163976	28.7741652059	28.8151024789	29.2126970485	29.2057314390
P38251	26.7304696731	26.4719649198	25.6496166807	26.7274304063	26.9475862170	26.5571295578
P38254	27.7011584146	27.1353917962	27.3563170143	27.2476965418	26.7050834193	27.2098146909
P38255	26.1351123804	26.1683026378	25.9450805088	26.2271600553	25.9904676370	26.3354253298
P38260	26.9594581208	27.7960100024	27.2788665869	26.4007143999	26.7294479677	27.0139850394
P38261	25.5928143303	25.6768273442	26.4585565235	26.1191330542	25.8296666844	25.8694326254
P38262	26.0402212280	25.9226686757	26.0449671550	25.7421428836	26.1357308389	26.2675922329
P38264	30.5997373530	30.4044687594	30.3776797931	30.6251448188	30.1607544651	30.2148599791
P38266	23.5305585733	23.6862220936	23.6542745983	24.5739019964	24.0025360382	23.7796184849
P38271	24.3821634522	24.3215261914	24.9708689322	23.7961975178	24.1619090220	24.0378058421
P38272	28.0642975579	27.6104368842	27.8101744895	27.6300120663	27.6722430493	27.3778720132
P38274	24.4772742583	24.5702459137	24.5609465325	24.7151824796	24.6774744972	24.7820377910
P38276	26.4105296676	26.8658054017	26.4876465463	26.3310235696	27.1626236873	27.2473144382
P38281	29.1969847151	29.5026030305	29.7774817476	28.8087222419	29.4840404463	29.5450417588
P38286	28.5429225862	28.6078297342	28.3903312061	28.4311889551	28.5519323016	28.8248673154
P38288	28.9882095542	28.9492404804	29.8398092273	29.2088225337	30.1317939454	28.0505444739
P38291	24.8667673774	24.6364950069	24.2970070450	24.2542189461	24.3200279929	23.5512833225
