Protein.IDs	LFQ.intensity.ATG9_0	LFQ.intensity.ATG9_1	LFQ.intensity.ATG9_4	LFQ.intensity.WT_0	LFQ.intensity.WT_1	LFQ.intensity.WT_4
P32486	26.8874958149	26.2295630939	24.5752858394	27.3590591693	26.6017383896	26.3560636717
P32490;P32491	23.6595072670	24.1504225430	24.2228540564	23.9952370755	24.3995893575	24.6039853513
P32492	25.9749186100	25.9268583645	26.3334151665	26.1899170484	26.1308746266	25.8781852988
P32493	24.3595824497	23.9952804409	23.3660728455	23.1467186384	21.7063465407	22.2499137586
P32494	24.3534509024	24.4484706941	24.5625827821	24.6212793846	24.8861036703	24.8937832111
P32496	29.2346757993	29.3652359493	29.8513373898	29.6561086025	29.6690282635	29.5539939981
P32497	31.0469393961	31.1956526068	30.7869897904	31.2257060076	30.8790679436	30.5740874622
P32499	30.3541065961	30.3390575149	30.5396239943	30.5829385250	30.2919347944	30.3912182786
P32500	26.4543744399	26.3164727246	26.4049231978	26.1925883484	25.8149541967	26.3327551484
P32501	28.5701652290	28.6208904583	28.7719191431	29.3138320045	28.7608631668	28.6623400426
P32502	28.3042068313	28.2026408427	28.4679536314	28.4838416140	28.2316827897	28.3682346777
P32505	28.2524551692	28.7040029600	28.6052083169	27.7785382844	28.0067263825	28.2034525124
P32521	29.3522380774	29.2894174683	29.3312101809	29.4394140045	29.4817765919	29.1481848295
P32523	27.4681696501	27.4510103518	27.9711157054	27.6556747243	27.7987116673	27.8823089706
P32524	24.0604067922	24.0422354578	24.0322872381	24.3043230500	24.0858200042	24.2162103760
P32525	23.9886805113	23.8434224342	25.2287938855	24.1212050171	24.0853555104	24.4346798598
P32527	31.3664690971	31.5075262782	31.5132505810	31.4905661655	31.2806548695	30.9963148008
P32528	29.7488540139	30.6709070602	30.9241608544	30.4409255730	31.4879887594	31.5567226274
P32529	27.6762690789	27.4266436406	28.0956628199	28.5024471684	28.2276001527	28.6351433830
P32558	30.8307805176	30.9847988050	30.7779724394	30.8701534322	30.7392214766	30.6809891176
P32561	27.3040423091	27.8451698282	27.6292703586	27.1818177125	27.3316526388	27.6826438066
P32563	30.7228436955	30.9943954815	30.5135268447	31.1565050855	31.1896276031	31.1428365208
P32564	27.2223880630	25.2589400624	24.9964364027	26.0659914973	24.5069581953	25.2252409911
P32565	30.9150656337	31.3694641398	31.3970747944	31.0530380385	31.0295743877	31.1968650768
P32566	27.9064218629	27.1419141636	27.3240038133	27.3899674228	27.3660432369	27.5799933282
P32567	26.4403861673	26.7047486966	26.7872030783	27.1666249312	26.2828093756	26.8631870753
P32568;P53756	29.3763811935	29.0187114123	29.1870567127	29.6459618249	28.7356736274	29.6143026068
P32569	25.2891413263	25.6390500165	25.4261781770	25.2413224704	25.9050610152	25.3975731774
P32570	25.4937586832	25.5902386615	25.8286372633	25.5315730233	25.3038613514	25.1326236483
P32571	22.5726217277	23.2725458874	22.9355063201	23.2927116580	23.6094769080	23.3194852979
P32573	24.9192004593	24.4737713245	23.8335935496	24.2553770621	23.7644517245	23.2462292255
P32579	26.3083958204	26.1631423421	26.6081087627	25.9768068142	25.7210872732	25.8463486134
P32582	33.0790385866	33.1459913191	33.3035993378	33.7697133056	33.7795870287	33.4685321959
P32583	26.1533822648	25.7727647505	25.5317307858	28.5413764611	26.3023956421	26.4085095153
P32588	29.9573935622	29.9697190871	30.6003612448	29.3597559947	30.0733762216	30.1341785930
P32589	34.3006087717	34.7220085838	34.2152834009	34.5268551753	34.4776902107	34.0700234023
P32590	29.2813862157	30.6636031401	30.1567199127	28.8893152498	30.1723975669	29.4718191861
P32591	26.9083171180	26.6293419551	26.8882653791	26.6637966043	26.7873430534	27.2292164766
P32597	29.7479773815	29.6402802061	29.6553766444	29.9146979273	29.7782281340	29.8205407198
P32598	30.1190277343	30.2909983804	29.1532726675	29.9313381930	30.0824989848	30.0543022744
P32599;REV__P32599	30.6402955597	31.2995503766	31.2658611574	31.0410131243	31.2638543229	31.1763956951
P32600	25.8606087345	26.3322822726	25.0254899784	25.7087876695	25.1290845449	25.3050101579
P32601	24.2560486884	25.0770427655	25.4295863289	23.5565014196	24.7689793278	24.7979689456
P32602	28.5724550860	28.9764156982	29.4342049525	28.7372112125	28.8857390498	28.7871064758
P32604	24.7630565555	25.6023247825	25.6958962209	24.9727826770	25.6436617428	25.5731877262
P32605	26.1173166382	25.9223322600	25.7333574328	26.0096163575	25.1115752167	24.9015435663
P32607	23.5523308809	23.6814910398	23.7190787503	23.8428019969	23.8443182564	24.6152688759
P32608	28.5880791138	28.9931057326	28.7473547704	28.4236814184	29.0555383104	28.7791644130
P32610	29.3125522363	29.2806913494	29.8898836256	29.5082079166	30.6816388325	30.4563639675
P32611	24.7564823713	25.1758717401	25.6452126495	25.2332569187	25.3424554782	25.5279092618
P32614	31.3747665374	32.0240310753	32.1039118081	31.7088021476	32.6348776062	31.8960534923
P32617	25.1290697087	25.5573320598	25.2245161416	25.4029910369	24.1583307108	25.5594307765
P32618	24.0153745590	23.8536306877	23.7738331320	23.9842687892	24.1407779362	24.1530646598
P32621	28.7532141394	28.1780507799	28.3277790765	29.1350805572	28.1611481869	27.8454436769
P32623	28.8880996023	28.7303765328	29.0958842261	28.6053025574	28.2119133945	28.3935632676
P32626	28.5170376455	28.9512129181	28.6092810968	28.3932944234	28.8486373229	28.6327778015
P32628	29.7902445767	30.1520156267	30.0739733403	30.0072057347	29.9367614432	30.0418751779
P32629	26.1617231448	26.5519019130	26.3655369047	26.5419544639	26.6182785918	26.7180256852
P32634	22.6597130136	23.1844971232	23.3157948557	22.8976286645	23.6517432069	22.9510424051
P32639	26.6892399131	26.5241023465	26.5363576421	26.4558742771	26.5248441549	26.7715423486
P32642;Q03835	27.6058066578	27.9759945594	27.9166741108	27.0625107911	27.4310717121	28.0507080602
P32643	24.1179190718	27.2870428472	26.9160612293	24.3285298877	25.0466318556	28.2410202801
P32644	26.2414831402	25.6093511443	26.1439332679	27.1037121766	26.6818103471	26.4795236285
P32656	26.1793203964	25.7541299458	26.2694927014	27.0274432062	27.2208171936	27.1170438159
P32657	27.3574995169	27.7979174043	27.5958457637	27.6539379055	27.6031445323	27.3526178479
P32660	27.0778331957	26.7314747402	26.7213766458	26.9153672361	26.3744888367	26.8746905991
P32767	27.3555163216	27.6165019742	27.5337886185	27.6629333313	27.5142501672	27.5512987385
P32769	28.3875461265	28.3875740759	28.4396231854	28.5716605291	28.3000020757	27.7766281965
P32770	26.2251711747	25.7633745072	25.5970837167	26.8037603368	25.9109725543	25.3780632356
P32771	30.0288223832	30.2798954424	30.2395488742	29.9881126087	29.8752934094	30.4381384647
P32774	25.9118842675	26.4914884629	27.5663230810	25.0236615115	25.1175264343	26.9449039134
P32775	28.2711336984	29.7970117029	29.0338343409	28.3636438356	30.0657734135	29.3047038420
P32776	25.8628443623	26.1483673086	26.8172339277	25.8264984876	25.8740780660	26.1028934768
P32783	26.9237114656	26.6950921582	26.8835992214	26.5604719720	27.0537105211	26.7263788382
P32784	24.8786626684	24.8875598223	25.0847968696	24.3592231585	25.3451262693	25.0381893313
P32787	28.2476298835	27.7572572660	28.3703770467	28.2921792380	28.4720310863	28.5524159570
P32788	26.7471455998	26.4524157553	26.2973822527	26.1763555558	25.5621423414	26.1734057562
P32790	28.6670556416	28.5779109807	28.5289502242	28.7237096182	28.8667342527	29.1823555531
P32791	28.7835633090	24.9499154147	24.8865599984	27.9248159025	22.6116679644	24.5416314971
P32793	26.6299629914	26.6239042963	26.6094878805	25.6947172788	26.2761907899	26.4367038103
P32794	26.9532817875	27.0841046747	27.0798306167	27.4214843408	26.9644905555	27.0582672916
P32795	27.9805606114	27.4185668349	27.0109528390	28.1034674654	27.5760872658	27.7913875216
P32796	25.1648172826	24.3941256359	24.2696212683	24.7973719888	24.5635559398	23.5875748557
P32797	24.3739253292	24.0541849493	23.9433645432	23.6835904087	23.9905351329	22.6220367167
P32798	26.3785117294	26.0296288337	27.0824152016	25.9433108347	26.0473348974	26.6299704689
P32799	25.5259387001	25.2933845330	25.0209783838	25.0218808920	25.2229685830	24.8622677893
P32802	28.4094289104	28.1554167179	27.9241747084	28.3955747954	27.7793506169	28.1594798369
P32803	28.8874958149	29.1164867834	28.2689517158	29.1933381863	29.1059005429	28.8670937114
P32805	24.8438207228	24.7334959177	24.5861212598	24.4521890734	25.4460612660	23.8648502390
P32806	25.7024072850	26.1403514826	25.9738702603	25.8393460401	26.1884257614	25.8930292041
P32807	24.7100185121	24.1011050402	23.7377474656	23.7164401067	23.7177077547	21.7031778829
P32830	24.3050072048	23.4191545311	23.3897477778	23.6663906841	23.6670569613	21.8717405940
P32831	26.0959252749	25.5750293011	25.9096046078	26.0955914121	25.9905722791	24.9054563877
P32832	27.8724293755	27.7965188895	28.2377218034	27.8923780569	27.9161486819	28.0384973034
P32833	23.7473150197	23.7938197399	23.8964006647	23.9385556440	23.9983305062	24.1338595027
P32835	27.2928413788	27.5313867430	27.7865326385	27.5036782027	27.9649007614	27.6228356568
P32836	32.7364333612	32.7729384467	33.5972149261	33.0178274901	33.2962821655	33.2485866194
P32839	25.2165609580	26.2044347566	26.2706786693	26.1844670187	26.4778744332	26.0358113346
P32843	27.2682271188	27.4976824839	27.6056230235	26.7434752558	27.3992993660	27.3769155207
P32844	29.7091015042	29.9575407881	30.1668251645	29.7282242038	29.5755889096	30.0262932305
P32854	24.9292902653	24.6741991057	24.7995905724	24.8204332696	24.7378238714	24.8610525236
P32855	26.3716358105	26.1148299926	26.4744318010	26.0944626521	26.1323613198	26.0815964307
P32857	27.2415003224	27.2560198880	26.7848856914	27.3853852655	27.6020574288	27.6684292506
P32860	27.9853908386	28.3468959014	28.9676247710	27.7620748265	28.2416762504	28.8362047970
P32861	32.2363741820	33.1918798271	32.2645486718	32.7696169171	33.4871057470	32.5517707726
P32864	26.8835374997	26.7104307361	26.8204530329	26.6989476405	26.2408849035	26.3399658205
P32867	26.6050723430	26.5162456017	27.1987630998	26.5349450302	26.4008171937	25.5629521979
P32873	24.9427526572	24.7706448622	24.8322189691	25.2989144492	25.1039921516	25.0531596318
P32875	26.1859425443	25.9946422053	26.2571568074	26.3317758484	26.5566012338	26.3598886044
P32891	27.2035485087	27.6123891595	27.7459132973	27.3677250125	27.7905276713	27.9827757472
P32892	28.1087740951	27.9222140614	28.0502273283	28.3214690129	27.9293839765	28.0923054423
P32893	24.4718048736	24.0114933477	24.1056133091	23.5711923701	23.8154045151	24.1032978596
P32895	29.0760036473	29.1462128112	28.9413068961	29.0541780584	28.7508596852	28.9167905921
P32896	24.3422657548	24.1635671839	23.2529624624	23.6723838708	23.9328326785	24.2856362746
P32897	27.1731542169	27.1835569772	26.7315454635	27.2468104744	27.1492895404	27.0630325974
P32898	28.6788725918	28.5300970072	28.7937690848	28.7369272702	28.9041733674	29.0254334021
P32899	26.3826932762	26.3622913836	26.8422014284	26.5600440208	26.1020863589	26.5258710030
P32900	25.1963231728	25.3688224938	25.7547163189	24.8880314756	25.9692835720	26.0248985244
P32901	24.6528561586	23.5436348166	23.1543039266	25.5190922019	24.5339192019	24.5247722851
P32902	26.5878764075	26.0612059400	25.5535548380	26.8210082040	26.5138494486	26.3617005826
P32904	25.0382246368	24.8060878110	25.0556155769	25.2734099493	24.9222968111	25.2867220280
P46654;P32905	34.9138111125	34.4521563837	34.5547812809	35.0375509392	35.0551213015	34.9633215742
P32906	28.0461649663	27.5127038018	27.2157956517	27.4328260339	27.6236453677	27.8335134668
P32908	26.2700812662	26.6391635073	25.8540014860	26.3495652847	26.1337060597	26.0386952507
P32909	27.0994191051	27.0245334561	27.2173341404	27.3876379684	26.9056720578	26.9135861657
P32910	25.7536659936	25.5999944718	25.7989762828	25.0452262474	26.1506186009	25.8839257652
P32911	30.0764371711	29.8801907030	30.1170310436	30.1987548691	30.6319068616	30.6972770768
P32912	25.6057933100	25.6124758660	25.8450141572	25.4853824933	25.7864756198	25.8251606070
P32913	25.9630887516	26.2524818940	26.5655416907	26.0339229744	25.9949956918	25.9553336995
P32914	26.7985017891	27.1181925633	26.2977758169	26.3873967756	26.3944851404	26.2812268045
P32915	28.1325482633	28.1363971587	28.1623452878	28.7308564835	28.7140000847	29.1264905306
P32916	28.4482461291	28.3774902952	27.9173424119	28.6501229319	28.0773712711	28.1656357218
P32917	24.5368984474	24.5281537920	23.8431601238	24.9215547711	23.9060479554	24.0945736763
P32939	29.5429574419	29.7255745477	30.3143953631	29.9457426277	29.8780952981	29.9384646781
P33201	29.3915196678	29.3122840637	29.1613818226	29.4905942359	29.0805749752	29.2306370801
P33202	27.1763035197	27.6560868104	27.1006730355	26.8467333678	27.4954043196	27.1208922531
P33203	24.3325033826	24.0653926322	24.1602483401	24.0909628860	23.8552184585	24.0689241076
P33204	27.8349999275	28.4687197446	28.2349098360	27.8953878498	28.2432891588	28.3573679265
P33296	24.4322799369	24.1566721486	24.8685442182	23.7383653358	24.2799962525	24.5175461681
P33297	29.6389754178	30.0415111392	30.1266949501	29.9609504715	29.9754738495	29.9759295606
P33298	29.4130185609	29.8402267401	29.7706715300	29.5756531486	29.4581797045	29.2859500956
P33299	30.6838601013	30.8540127068	30.7672002664	30.6256561408	30.6632548056	30.5440931204
P33302;P51533	31.7698019732	30.9635011735	31.1487385859	31.5197892358	29.5754966025	30.9080289555
P33307	27.9719391593	27.8844754791	27.9600770219	28.3125622871	28.1428251738	28.3675782209
P33308	23.9181935036	23.4222774416	23.3023077092	22.8912952199	22.2169653395	22.0592259492
P33309	27.5507786420	27.6070321644	27.6103836006	27.5202659597	27.5144042601	27.5967458918
P33310	25.4144062003	26.0717550879	25.7295427939	25.3174319202	25.1237615361	25.3204335845
P33311	23.6831936538	24.2509788643	24.2850716623	23.4197871633	23.8303352580	23.4707640886
P33313	27.5188817987	27.3002009517	27.4542033893	27.7476779835	27.6059671738	26.7126596873
P33314	26.8805616198	26.7524785000	26.6393646244	26.7744246284	26.6594103767	27.3333828164
P33315	29.5144980797	30.0039975956	28.7511083696	31.0094277796	29.9907833173	30.4490393175
P33317	28.5116334880	28.6923261168	29.3030400969	28.1118617770	28.7687969328	28.5575670719
P33322	30.0165748986	29.5345652733	30.0319070640	30.6452895532	30.0889801055	29.8564964660
P33324	25.9898879160	26.3425465010	26.1799313180	26.1850407027	27.0579453375	27.0191215751
P33327	28.6628598490	28.9977600384	29.0123870981	28.2272678707	30.4093812787	31.8079503607
P33328	27.2223080179	27.1911570399	27.2985559795	27.1971988596	28.4025329712	27.3698526618
P33329	24.4946581699	24.9821177120	24.9888993038	23.3968374503	23.9509146555	25.0550309165
P33330	30.8241270313	30.6260710836	31.1091921068	30.6676418486	30.9167171570	30.7824023074
P33331	32.4492553760	32.6329438356	33.3556340307	32.9293549171	33.4213462164	33.4443516649
P33332	26.5674605709	26.6162858023	26.8260395830	26.5382512380	26.0519918775	25.9748667806
P33333	28.9685954760	29.0515387157	29.5541279046	29.3517427139	29.4655902953	29.2170723850
P33334	26.8834273913	26.0376150475	26.2303185825	26.2905464036	26.3674599616	26.6025301565
P33336	24.0662959191	24.7931762622	25.0673668956	23.9793268808	24.5059666096	24.5029392205
P33338	29.8738156494	30.2050865362	29.6429550762	29.8708005903	29.9927201924	30.2221408174
P33339	25.3947949315	25.1641285575	25.4245180885	25.3173981599	25.2598687373	25.8724712575
P33399	28.7598871719	28.5339168967	28.9810853661	28.7897451029	28.3627520947	28.7301288452
P33401	28.8823258451	29.0689933945	29.4257163631	29.7199472837	29.3198208158	29.4112744446
P33412	26.4477770774	25.6528023102	26.4728869649	26.5323585910	26.4014172124	26.6288021765
P33413	25.0985255291	25.0402085877	25.2819661976	25.0184111437	25.3389447199	25.3122817606
P33416	29.7037018465	30.5654988661	30.4582465673	29.6071679329	30.8381801876	30.6288021765
P33417	26.2989162816	25.6481293816	26.9438783994	26.3779262900	25.9365889648	26.8333233007
P33418	25.1476725274	25.3659132930	25.4076527503	26.2290815539	25.8266666730	26.7917790441
P33419	24.4277305389	23.8517786045	23.7608596524	24.0177514186	23.0657092747	23.5432446255
P33421	26.7714274082	26.5096688160	26.0236924782	26.2284019974	27.0408041282	25.9983517069
P33441	25.6370337563	25.4591812700	26.1197095952	25.2685735407	25.7455266284	26.3316785102
P33442	32.6091314270	31.9354007113	32.1685512439	32.4844713184	32.2765156273	31.9808383366
P33448	23.4962924573	26.4310257172	25.3392730896	25.7733174652	24.6546367028	24.5059330917
P33734	29.9157387523	30.2917881872	30.3173521392	30.0965986442	29.9673356921	30.6111633012
P33748	25.3842193280	24.9500526509	25.3818985099	26.0840029214	24.8943493440	24.5124091354
P33749	24.6709501919	25.1299967444	25.7766917424	24.1405101228	25.7419777836	25.5538106339
P33750	27.2772227115	25.4716303744	26.6251173439	27.5178440369	26.4865403353	27.0499990521
P33753	24.0362847055	24.4440829420	24.2861116773	24.8688553651	24.0572561080	24.1778147053
P33754	27.4233556013	27.3628756237	26.8001845702	27.2249300658	27.1554286775	27.2381501962
P33755	30.3982207725	30.7324557639	30.7455683838	30.9733907632	30.9737938551	31.2539838692
P33759	25.7048768636	25.6147861192	25.6210754137	25.8863028253	25.7476779471	25.6895378326
P33760	23.8818849910	24.0934118808	24.1473174229	23.7927047776	24.3879401635	24.1919689589
P33767	29.1041986742	29.6003806897	28.9020614393	29.6701390774	29.7086061978	29.5856305199
P33775	29.1611691894	29.2883550259	29.1275855992	29.3440368631	29.0857172600	29.1354902393
P33891	26.2662185814	26.7839991870	26.7873249430	26.7779863853	26.7898913099	26.9429075909
P33892	31.9250961543	31.9556553073	31.8633595250	32.3989935943	32.2547173100	31.9833400379
P33894	24.5814561716	24.4776403537	23.5501116501	24.1301687277	24.3266419985	24.2893091508
P33895	24.0663522716	24.0841788769	24.7314543956	23.1153320973	23.5561707399	24.2126318503
P34072	25.0894495001	24.7434539801	25.4130648214	24.7244800047	24.9885499706	25.2708163851
P34077	28.4468310649	28.5200791842	28.6230022050	28.7672746255	28.5605016438	28.8678366347
P34078	29.1213872364	30.1084911621	29.6444358509	29.5291464301	29.9832269766	29.9168288934
P34087	22.9976932007	23.7734059503	23.9085842511	24.1171398764	23.9704317290	24.6845540841
P34110	28.0401026958	28.0959877440	27.6557438060	28.1279760354	28.2263778086	28.0969598132
P34111	23.2549441571	23.0405867026	23.6044615446	23.5706199274	23.6844696430	24.4110578425
P34160	29.0068025863	29.1290671050	29.3532333211	29.2500641009	29.6452316995	29.7345141982
P34162	27.6201507175	27.5069628051	27.6907587137	27.5845174460	27.1294065211	27.3143421239
P34163	27.8256894214	28.2304013745	28.1761855408	27.3377467107	28.0801846602	28.0864130912
P34164	24.3284971503	24.6901348493	24.7531219840	24.8304843444	25.2691764795	25.9115460027
P34167	32.2127690050	31.7308342208	32.2835178289	32.2442211483	31.9468228429	31.9529565123
P34216	30.4460670983	31.3015684459	30.8965362415	30.8552607775	31.1907127442	30.9674342012
P34217	27.0222116565	27.0859792517	27.6174608700	27.4600700751	27.5120911363	27.2459816064
P34220	26.8356260848	27.3170580791	27.6317157201	26.1982278656	26.6081635630	27.0587011522
P34221	28.2716385933	28.7321066624	28.0747972880	28.7226584278	29.4893612609	28.3172460273
P34222	27.7351144633	27.0410549002	27.6315120982	27.3265519626	27.6342484964	27.6413844276
P34223	29.9572627945	30.4515759086	30.8427292329	30.0331332011	30.0283609625	29.9394662633
P34225	24.9381476618	24.2998499073	24.3492180163	25.2650107962	24.6158599184	21.4711031075
P34226	25.3076738822	25.9846508788	25.7370322043	25.4049940518	25.1522039367	25.6769323894
P34227	28.1574858849	29.3771075892	29.3382975571	28.2908473277	29.9263905472	29.5866650672
P34233	25.0734523997	24.5039063180	24.0558894071	24.5470685403	24.3586452510	22.4958694593
P34234	24.3022046841	23.8832077776	23.1029586117	23.2840546085	23.5798973445	21.7345807256
P34237	27.7258098806	27.9531826628	28.1691417324	27.8233280803	27.8708321361	28.2616122582
P34240	25.0785747828	24.3643361188	23.7109264458	24.2131583095	23.0312843926	23.8491058383
P34241	28.4333934876	28.1973998311	28.0510903208	28.6702547382	28.0949428904	28.2982653254
P34243	25.6667933619	25.7804278080	25.3367163388	25.3371807064	26.3252900013	26.4674838811
P34244	26.3234087309	26.7967732658	26.7001743330	26.7886191979	26.5010139850	26.9034771501
P34247	26.0223283366	25.6408806102	25.4910324174	26.0291551390	24.5313461610	25.7373694027
P34248	26.3560877614	26.2317284408	25.8514626979	26.4590758250	26.7821050138	26.3938813761
P34250	25.2076879864	24.7500897359	24.7141130261	25.2390429932	25.2845089827	25.2648497872
P34253	26.7501679645	26.7740854879	27.0361949565	26.0442882274	26.5668304068	27.0295614462
P34760	34.9835284281	34.5843166927	34.5596387505	34.4385509253	34.3325104541	34.5299593128
P34761	26.8465118336	26.7023066694	26.7319254034	27.0885599513	26.7473895418	26.7388862614
P34909	27.3079036290	27.0953157734	27.3324634270	27.3718759531	27.1608529056	27.3305112449
P35056	25.6535019891	25.5410558387	25.9883811803	26.0812239056	25.9626764260	26.2322966913
P35127	26.8155684325	27.5462243224	27.8343200791	27.1683105416	27.3386314650	27.8397749268
P35169	26.3101171692	26.5147773513	26.8017538324	26.6799044677	26.6316937972	26.7904735557
P35176	31.2251494524	31.7164939042	32.0171425358	31.8394415544	32.0190918509	31.7981995137
P35177	28.0048769611	27.5450891464	28.8115831519	28.2603959383	28.2399067578	28.4402211777
P35178	26.5550709381	27.0940743893	27.1162793811	26.9223762946	26.9903125407	26.9360757434
P35179	29.9065573209	30.2701956567	30.0998088396	29.5086700019	30.1030088310	30.1008529650
P35180	26.7614757297	27.2537054282	27.2763508377	27.4702787640	27.5618441715	27.9407908225
P35181	24.8041666004	25.1449944958	25.2063366400	25.1333814805	25.1831487913	24.9170869897
P35182	25.7398173319	25.4470776465	25.6873539912	25.3875414961	25.4016005017	26.0580286126
P35183	30.0541107468	30.1352660767	30.2538402301	29.7457192794	30.2951895436	29.7443580587
P35184	27.4540779094	27.6059438581	28.0976788219	27.8499461731	27.8837126250	28.6969984028
P35189	27.6316028277	28.1709053186	28.4980857150	27.8839111455	28.2944045865	28.5317037196
P35191	28.6604521732	28.4333672102	28.8255649732	28.2130931503	28.5500920572	28.5225330204
P35193	26.5105644819	27.7507069935	26.8945012509	24.9962969646	25.3844373303	24.3720013365
P35194	28.6432248908	28.1533323284	28.3299140152	29.1246276797	28.3591960715	28.6359068195
P35195	26.7337714559	26.9412661242	26.4689568436	26.8404567113	26.5617099293	26.2110447348
P35196	25.5381603594	24.8699698651	25.2205089601	25.5984599012	25.6912547131	25.7908363726
P35197	29.6763167463	29.9446850047	30.3015477271	30.2102777803	30.3237169302	30.2882643327
P35202	25.6543024177	25.6849033595	25.4325813503	25.6218475564	25.4182983940	26.0055708371
P35207	27.8021759614	27.9102142161	28.0167333131	28.0714464026	27.5271369377	28.2104493683
P35691	32.7975123927	34.0771415937	33.8648940670	33.4796711152	30.5954993412	33.6031223674
P35718	25.8798499467	25.6477245593	25.6304215670	25.6422551611	24.7585688257	25.5104999164
P35719	29.8672885489	31.3610490872	30.4967635168	30.5695360545	31.0775537868	30.7637301261
P35723	27.4772450750	27.7813664725	27.5704361546	27.3817574646	27.7994706143	27.9737169479
P35724	24.6939689103	24.5898135909	24.9491602044	25.0443698186	25.5662210758	25.1128299810
P35728	23.7642529987	23.9200598277	23.9454658332	24.0296497773	24.3743530089	23.9743149753
P35729	27.1640274946	27.3310884972	27.0535242228	27.4446975797	27.3965431817	27.5888070422
P35731	24.5666094308	24.3242593893	24.2211184573	24.0047208391	24.4853128838	23.5980001237
P35732	28.5891259766	28.7479469857	29.3005875307	29.5439936857	28.9314338542	28.9125364422
P35734	24.4397863258	24.3917528614	24.6939214210	24.3790560420	24.1518473880	24.4322793470
P35817	27.3847483976	27.0713345997	27.5588470381	27.3342472466	27.6045203552	27.8161048821
P38693;P35842	30.7093965799	30.1193371052	30.1009427004	27.0704451568	28.0638532743	28.0422317274
P35844	30.6377683053	30.2681331903	30.9016111951	30.5183214040	30.1870924285	29.8433519822
P35845	27.5724550860	27.9394816434	27.7544159448	27.7760837816	27.7358057968	27.7514203810
P35996	25.9119058597	25.8995948377	26.1572905105	26.2496262847	26.1330639522	26.6266676009
P38711;P35997	34.2432416435	33.8271213302	34.2939822257	34.0554120641	33.8604177822	34.0430404936
P36000	27.1573037494	27.3808876711	27.2325399603	27.2924368852	27.1582912665	27.3455236297
P36006	27.4752738307	28.3007391369	27.9314711127	27.5253168798	28.2001311645	28.1430027572
P36007	25.2067378378	26.1376830011	26.3859439866	23.7239707043	25.6112069659	28.3126151616
P36008	33.3652376032	33.5327529020	33.4839444669	34.0322978433	33.4950578704	33.3820654792
P36010	31.3619813994	31.4085316647	31.5957587888	31.7563893521	32.7088250341	32.4273908658
P36013	29.6525751320	29.0646692875	29.2319133049	29.6711301550	29.3038628630	29.7050754943
P36015	29.9888238155	30.0626874725	30.3832334817	30.0418434524	30.1860045599	30.7801020130
P36016	27.9033842665	27.9875173866	27.9010481921	28.3316588530	28.0470153754	27.8407843339
P36017	28.5037756525	29.0362960550	28.2990071502	28.7833125872	28.5695395546	28.7478935413
P36018	28.7491410708	29.4168301922	28.2713932674	29.4206792161	29.1698808186	29.0549276239
P36024	26.7609963494	26.6885269817	26.7592699464	26.8873266183	26.5281446089	26.3475312843
P36034	25.7367171739	25.5755604628	24.7075499280	25.8561588474	25.1160361318	23.7628883292
P36036	26.8643749976	26.4718112127	26.4455501801	26.6060849526	26.0929388214	26.3654308357
P36037	29.0369877371	29.8241880127	29.7309753660	28.8794589081	29.4061045930	29.4727554989
P36039	24.7235914008	25.1470283412	24.7295740466	24.8876787025	25.0303642604	25.1068007739
P36040	26.0136451185	26.9866814455	26.6108656812	26.6281760138	26.6295614200	25.9456078388
P36041	28.1191913887	27.7880992112	28.1529180314	28.0938912058	28.0533393826	28.2022257934
P36044	24.0721227112	22.8761652193	23.1407755654	23.7163134618	23.1695051290	23.9449508525
P36046	27.2188143370	26.9036157954	27.4741744432	27.7022480410	26.8068494995	25.4337131444
P36047	29.1868261795	29.3828163656	28.7824117401	29.1111559992	29.7689261024	29.9100139849
P36048	26.3194259651	26.9766121876	26.8602710542	26.6564756283	26.2607324120	26.7441557692
P36049	28.8819952172	28.3879962251	28.4300156850	28.1190458996	27.7273889196	27.9689353248
P36051	27.3780428906	27.0301698376	27.2638810335	26.9360732189	27.1671391685	27.4432980856
P36053	27.4114157782	26.7400981672	28.0233187238	27.3148469743	27.9465016770	27.9429075909
P36054	25.3302431675	26.8626498464	25.2605667291	25.2016705290	25.4040975802	24.7900555499
P36056	24.2478608399	24.6748054888	24.0161199113	24.5931603003	24.2769357630	24.7045869437
P36057	25.7608045527	25.9151667334	26.1153671612	26.3995508140	26.4886908590	25.8491101855
P36059	26.9505515974	27.4376147584	27.8564428900	26.6006978945	28.1491903077	28.2748364691
P36060	29.8660353028	30.4647430359	30.4791431674	30.3424409729	31.1990051539	31.2473976993
P36062	24.0466376048	24.2419897684	24.3282649481	24.4109548239	24.6230309898	24.5535686286
P36068	25.8774141485	25.1241887434	24.6904043442	25.1331431294	24.3687730296	24.3578209279
P36069	27.9639949834	27.6794508034	28.1954608971	28.1834393691	28.3192696682	27.9864290087
P36076	25.5761521898	25.5600020236	24.9970687662	25.1227694848	25.4829699875	26.2287538766
P36078	25.3675234891	25.1439017465	24.9535706758	25.0863013613	25.1858612637	24.2496534353
P36080	25.5074844694	25.9274970816	26.0412796040	25.3877022797	25.6533153681	25.5325395053
P36081	26.2421116497	26.0928116501	26.2576797981	26.2021445206	25.7680604453	25.9675996433
P36083	24.4773836500	24.0228814153	23.7173497567	24.1347519003	22.9027723916	22.7427470480
P36084	24.9407327923	24.4734455461	24.9210458667	24.6417482373	24.4668807559	24.9068065035
